#Name	Accession	Description	Length	Related
LPOR	TIGR01289.1	protochlorophyllide reductase	315	No
Kv_beta	TIGR01293.1	voltage-dependent potassium channel subunit beta	319	No
PedC_BrcD	TIGR01295.2	PedC/BrcD family bacteriocin maturation disulfide isomerase	152	No
IMP_DH_rel_1	TIGR01303.1	GuaB1 family IMP dehydrogenase-related protein	475	No
IMP_DH_rel_2	TIGR01304.1	GuaB3 family IMP dehydrogenase-related protein	365	No
GMP_reduct_1	TIGR01305.1	GMP reductase	343	No
GMP_reduct_2	TIGR01306.1	GMP reductase	321	No
rpmD_bact	TIGR01308.1	50S ribosomal protein L30	55	No
uL30_euk	TIGR01310.1	60S ribosomal protein uL30 (Provisional)	236	No
therm_gnt_kin	TIGR01313.1	gluconokinase, GntK/IdnK-type	164	No
gntK_FGGY	TIGR01314.1	gluconokinase	505	No
5C_CHO_kinase	TIGR01315.1	FGGY family pentulose kinase	541	No
glmL_fam	TIGR01319.1	GlmL family protein	456	No
mal_quin_oxido	TIGR01320.1	malate dehydrogenase (quinone)	482	No
TrpR	TIGR01321.1	trp operon repressor	94	No
scrB_fam	TIGR01322.1	sucrose-6-phosphate hydrolase	447	No
cysta_beta_ly_B	TIGR01324.1	cystathionine beta-lyase	377	No
O_suc_HS_sulf	TIGR01325.1	O-succinylhomoserine sulfhydrylase	380	No
met_gam_lyase	TIGR01328.1	methionine gamma-lyase	391	No
bisphos_HAL2	TIGR01330.1	3'(2'),5'-bisphosphate nucleotidase	359	No
cyt_b559_alpha	TIGR01332.1	cytochrome b559 subunit alpha	80	No
psaA	TIGR01335.1	photosystem I core protein PsaA	752	No
psaB	TIGR01336.1	photosystem I core protein PsaB	734	No
malate_syn_A	TIGR01344.1	malate synthase A	511	No
malate_syn_G	TIGR01345.1	malate synthase G	721	No
sucB	TIGR01347.1	dihydrolipoyllysine-residue succinyltransferase	404	No
PDHac_trf_long	TIGR01348.1	dihydrolipoyllysine-residue acetyltransferase	587	No
PDHac_trf_mito	TIGR01349.1	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase	437	No
tonB_Cterm	TIGR01352.1	TonB family protein	76	No
DAHP_synth_II	TIGR01358.1	3-deoxy-7-phosphoheptulonate synthase class II	443	No
serC_1	TIGR01364.1	phosphoserine transaminase	358	No
pyrE_Therm	TIGR01367.1	orotate phosphoribosyltransferase	187	No
soxA	TIGR01372.1	sarcosine oxidase subunit alpha family protein	996	No
soxB	TIGR01373.1	sarcosine oxidase subunit beta family protein	407	No
soxD	TIGR01374.1	sarcosine oxidase subunit delta family protein	83	No
soxG	TIGR01375.1	sarcosine oxidase subunit gamma family protein	152	No
thi_PPkinase	TIGR01378.1	thiamine diphosphokinase	206	No
glut_syn	TIGR01380.1	glutathione synthase	312	No
not_thiJ	TIGR01383.1	DJ-1 family protein (Provisional)	180	No
rnd	TIGR01388.1	ribonuclease D	363	No
CycNucDiestase	TIGR01390.1	2',3'-cyclic-nucleotide 2'-phosphodiesterase	626	No
dnaG	TIGR01391.1	DNA primase	414	No
lepA	TIGR01393.1	translation elongation factor 4	595	No
TypA_BipA	TIGR01394.1	translational GTPase TypA	594	No
FlgC	TIGR01395.1	flagellar basal body rod protein FlgC	137	No
FlgB	TIGR01396.1	flagellar basal body rod protein FlgB	131	No
fliM_switch	TIGR01397.1	flagellar motor switch protein FliM	320	No
FlhA	TIGR01398.1	flagellar biosynthesis protein FlhA	678	No
hrcV	TIGR01399.1	type III secretion system export apparatus subunit SctV	677	No
fliR	TIGR01400.1	flagellar biosynthetic protein FliR	245	No
fliQ	TIGR01402.1	flagellar biosynthesis protein FliQ	88	No
fliQ_rel_III	TIGR01403.1	type III secretion system export apparatus subunit SctS	81	No
FlhB_rel_III	TIGR01404.2	type III secretion system export apparatus subunit SctU	341	No
polC_Gram_pos	TIGR01405.1	DNA polymerase III subunit alpha	1211	No
dnaQ_proteo	TIGR01406.1	DNA polymerase III subunit epsilon	231	No
tatB	TIGR01410.1	Sec-independent protein translocase protein TatB	80	No
tat_substr_1	TIGR01412.1	iron uptake transporter deferrochelatase/peroxidase subunit	420	No
Dyp_perox_fam	TIGR01413.1	Dyp-type peroxidase	323	No
autotrans_barl	TIGR01414.1	autotransporter outer membrane beta-barrel domain-containing protein	432	No
Rieske_proteo	TIGR01416.1	ubiquinol-cytochrome c reductase iron-sulfur subunit	176	No
pilT_fam	TIGR01420.1	PilT/PilU family type 4a pilus ATPase	343	No
gluta_reduc_1	TIGR01421.1	glutathione-disulfide reductase	450	No
phosphonatase	TIGR01422.1	phosphonoacetaldehyde hydrolase	253	No
gluta_reduc_2	TIGR01424.1	glutathione-disulfide reductase	446	No
aden_deam	TIGR01430.1	adenosine deaminase	323	No
QOXA	TIGR01432.1	cytochrome aa3 quinol oxidase subunit II	227	No
CyoA	TIGR01433.1	ubiquinol oxidase subunit II	226	No
glu_cys_ligase	TIGR01434.1	glutamate--cysteine ligase	512	No
glu_cys_lig_rel	TIGR01435.1	bifunctional glutamate--cysteine ligase/glutathione synthetase	719	No
glu_cys_lig_pln	TIGR01436.1	glutamate--cysteine ligase	446	No
selA_rel	TIGR01437.1	DgaE family pyridoxal phosphate-dependent ammonia lyase	363	No
TIGR01440	TIGR01440.1	TIGR01440 family protein	172	No
SASP_gamma	TIGR01442.1	gamma-type small acid-soluble spore protein	86	No
DnaD_dom	TIGR01446.1	DnaD domain protein	73	No
recD	TIGR01447.1	exodeoxyribonuclease V subunit alpha	597	No
recD_rel	TIGR01448.1	ATP-dependent RecD-like DNA helicase	720	No
PGP_bact	TIGR01449.2	phosphoglycolate phosphatase	213	No
recC	TIGR01450.1	exodeoxyribonuclease V subunit gamma	1063	No
glmM	TIGR01455.1	phosphoglucosamine mutase	442	No
HAD-SF-IIA-hyp4	TIGR01459.1	TIGR01459 family HAD-type hydrolase	242	No
greB	TIGR01461.1	transcription elongation factor GreB	156	No
greA	TIGR01462.1	transcription elongation factor GreA	151	No
ubiA_proteo	TIGR01474.1	4-hydroxybenzoate octaprenyltransferase	282	No
chlor_syn_BchG	TIGR01476.1	bacteriochlorophyll/chlorophyll synthetase (Provisional)	283	No
copper_res_A	TIGR01480.1	copper resistance system multicopper oxidase	593	No
SPP_plant-cyano	TIGR01485.1	sucrose-phosphate phosphatase	249	No
HAD-SF-IIB-MPGP	TIGR01486.1	mannosyl-3-phosphoglycerate phosphatase family (Provisional)	257	No
DKMTPPase-SF	TIGR01489.1	MtnX-like HAD-IB family phosphatase	188	No
HAD-SF-IB-hyp1	TIGR01490.1	HAD-IB family hydrolase	202	No
ETRAMP	TIGR01495.1	ETRAMP family protein	85	No
glyox_carbo_lig	TIGR01504.1	glyoxylate carboligase	589	No
tartro_sem_red	TIGR01505.1	2-hydroxy-3-oxopropionate reductase	291	No
hopene_cyclase	TIGR01507.1	squalene--hopene cyclase	640	No
coaD_prev_kdtB	TIGR01510.1	pantetheine-phosphate adenylyltransferase	155	No
g3p_cytidyltrns	TIGR01518.1	glycerol-3-phosphate cytidylyltransferase	125	No
FruBisAldo_II_A	TIGR01520.1	class II fructose-bisphosphate aldolase	357	No
FruBisAldo_II_B	TIGR01521.1	fructose-bisphosphate aldolase class II	347	No
ATPase-IIIB_Mg	TIGR01524.1	magnesium-translocating P-type ATPase	867	No
nadR_NMN_Atrans	TIGR01526.1	nicotinamide-nucleotide adenylyltransferase	325	No
NMN_trans_PnuC	TIGR01528.1	nicotinamide riboside transporter PnuC	187	No
argR_whole	TIGR01529.1	arginine repressor	146	No
nadN	TIGR01530.1	NAD nucleotidase	550	No
lipo_e_P4	TIGR01533.1	5'-nucleotidase, lipoprotein e(P4) family	273	No
glucan_glucosid	TIGR01535.1	glucan 1,4-alpha-glucosidase	662	No
portal_HK97	TIGR01537.1	phage portal protein	343	No
portal_SPP1	TIGR01538.1	phage portal protein	426	No
portal_lambda	TIGR01539.1	phage portal protein	457	No
portal_PBSX	TIGR01540.1	phage portal protein	320	No
tape_meas_lam_C	TIGR01541.1	phage tail tape measure protein	332	No
A118_put_portal	TIGR01542.1	phage portal protein, putative, A118 family (Provisional)	476	No
proheadase_HK97	TIGR01543.1	HK97 family phage prohead protease	142	No
phage_term_2	TIGR01547.1	PBSX family phage terminase large subunit	396	No
formate-DH-alph	TIGR01553.1	formate dehydrogenase-N subunit alpha	1009	No
phge_rel_HI1409	TIGR01555.1	phage-associated protein, HI1409 family (Provisional)	404	No
rhamnosyltran	TIGR01556.1	rhamnosyltransferase	281	No
sm_term_P27	TIGR01558.1	phage terminase small subunit P27 family	116	No
put_DNA_pack	TIGR01560.2	head-tail connector protein	89	No
gp16_SPP1	TIGR01563.1	phage head closure protein	101	No
miaB-methiolase	TIGR01574.1	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	437	No
MiaB-like-C	TIGR01579.1	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB	416	No
citF	TIGR01584.1	citrate lyase subunit alpha	492	No
yopT_cys_prot	TIGR01586.1	YopT-type cysteine protease domain-containing protein	199	No
citE	TIGR01588.1	citrate (pro-3S)-lyase subunit beta	288	No
holin_tox_secr	TIGR01593.1	toxin secretion/phage lysis holin (Provisional)	128	Yes
phage_tail_L	TIGR01600.1	phage minor tail protein L	224	No
maj_tail_phi13	TIGR01603.1	phage major tail protein, phi13 family (Provisional)	190	No
citD	TIGR01608.1	citrate lyase acyl carrier protein	94	No
phage_O_Nterm	TIGR01610.1	phage replication protein O, N-terminal domain (Provisional)	95	No
PME_inhib	TIGR01614.1	pectinesterase inhibitor domain-containing protein	178	No
nitro_assoc	TIGR01616.1	nitrogenase-associated protein (Provisional)	126	No
phage_P_loop	TIGR01618.1	phage nucleotide-binding protein (Provisional)	220	No
RluA-like	TIGR01621.1	TIGR01621 family pseudouridine synthase	217	No
YidE_YbjL_dupl	TIGR01625.1	AspT/YidE/YbjL antiporter duplication domain (Provisional)	154	No
rep_II_X	TIGR01629.1	phage/plasmid replication protein, II/X family	407	No
L11_bact	TIGR01632.1	50S ribosomal protein L11	140	No
phi3626_gp14_N	TIGR01633.1	putative phage tail component, N-terminal domain (Provisional)	123	No
tail_P2_I	TIGR01634.1	phage tail protein I	139	No
tail_comp_S	TIGR01635.1	phage virion morphogenesis protein	144	No
phage_arpU	TIGR01637.1	phage transcriptional regulator, ArpU family (Provisional)	136	No
P_fal_TIGR01639	TIGR01639.1	Plasmodium falciparum uncharacterized domain TIGR01639 (Provisional)	61	No
YD_repeat_2x	TIGR01643.1	YD repeat-containing protein	42	No
phage_P2_V	TIGR01644.1	phage baseplate assembly protein V	192	No
vgr_GE	TIGR01646.1	type VI secretion system tip protein VgrG	480	No
yxeA_fam	TIGR01655.1	YxeA family protein	114	No
put_anti_recept	TIGR01665.1	phage minor structural protein, N-terminal region (Provisional)	316	No
YqeG_hyp_ppase	TIGR01668.1	YqeG family HAD IIIA-type phosphatase	170	No
phage_XkdX	TIGR01669.1	XkdX family protein	45	No
phage_TIGR01671	TIGR01671.1	phage conserved hypothetical protein TIGR01671 (Provisional)	151	No
AphA	TIGR01672.1	acid phosphatase AphA	237	No
phage_lambda_G	TIGR01674.1	phage minor tail protein G	138	No
dltC	TIGR01688.1	D-alanine--poly(phosphoribitol) ligase subunit 2	73	No
HIBADH	TIGR01692.1	3-hydroxyisobutyrate dehydrogenase	288	No
UTase_glnD	TIGR01693.1	[protein-PII] uridylyltransferase	850	No
murJ_mviN	TIGR01695.1	murein biosynthesis integral membrane protein MurJ	506	No
deoB	TIGR01696.1	phosphopentomutase	381	No
PUNP	TIGR01698.1	purine-nucleoside phosphorylase	245	No
PNPH	TIGR01700.1	purine nucleoside phosphorylase I, inosine and guanosine-specific	249	No
Fdhalpha-like	TIGR01701.1	FdhF/YdeP family oxidoreductase	744	No
MTA_SAH-Nsdase	TIGR01704.1	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	229	No
typeII_sec_gspG	TIGR01710.1	type II secretion system major pseudopilin GspG	134	No
phage_N6A_met	TIGR01712.1	phage N-6-adenine-methyltransferase	165	No
phage_rep_org_N	TIGR01714.1	phage replisome organizer, putative, N-terminal region (Provisional)	119	No
AMP-nucleosdse	TIGR01717.1	AMP nucleosidase	478	No
Uridine-psphlse	TIGR01718.1	uridine phosphorylase	245	No
NRPS-para261	TIGR01720.1	non-ribosomal peptide synthase domain TIGR01720 (Provisional)	155	No
AMN-like	TIGR01721.1	AMP nucleosidase	269	No
RND_mfp	TIGR01730.1	efflux RND transporter periplasmic adaptor subunit	322	No
fil_hemag_20aa	TIGR01731.1	filamentous hemagglutinin-type beta-helical repeat protein	40	No
tiny_TM_bacill	TIGR01732.1	YjcZ family sporulation protein	26	No
FGAM_synt	TIGR01735.1	phosphoribosylformylglycinamidine synthase	1307	No
purR_Bsub	TIGR01743.1	pur operon repressor	268	No
XPRTase	TIGR01744.1	xanthine phosphoribosyltransferase	191	No
asd_gamma	TIGR01745.1	aspartate-semialdehyde dehydrogenase	366	No
Thioester-redct	TIGR01746.1	thioester reductase domain-containing protein	371	No
diampropi_NH3ly	TIGR01747.1	diaminopropionate ammonia-lyase family (Provisional)	376	No
rhaA	TIGR01748.1	L-rhamnose isomerase	414	No
fabZ	TIGR01750.1	3-hydroxyacyl-ACP dehydratase FabZ	141	No
crot-CoA-red	TIGR01751.1	crotonyl-CoA carboxylase/reductase	398	No
flav_long	TIGR01752.1	flavodoxin	167	No
flav_short	TIGR01753.1	flavodoxin	140	No
flav_RNR	TIGR01754.1	putative ribonucleotide reductase-associated flavodoxin (Provisional)	140	No
MDH_euk_cyt	TIGR01758.1	malate dehydrogenase, NAD-dependent	324	No
MalateDH-SF1	TIGR01759.1	malate dehydrogenase	327	No
thiaz-red	TIGR01761.1	thiazolinyl imide reductase (Provisional)	350	No
chlorin-enz	TIGR01762.1	chlorinating enzyme	288	No
MTRK	TIGR01767.2	S-methyl-5-thioribose kinase	401	No
GABAperm	TIGR01773.1	GABA permease	452	No
PFL2-3	TIGR01774.1	formate C-acetyltransferase/glycerol dehydratase family glycyl radical enzyme	786	No
TonB-copper	TIGR01778.1	TonB-dependent copper receptor	637	No
SSADH	TIGR01780.1	succinate-semialdehyde dehydrogenase	448	No
TonB-Xanth-Caul	TIGR01782.1	TonB-dependent receptor	868	No
TonB-siderophor	TIGR01783.1	TonB-dependent siderophore receptor	649	No
T_den_put_tspse	TIGR01784.1	Rpn family recombination-promoting nuclease/putative transposase	273	No
TonB-hemin	TIGR01785.1	TonB-dependent heme/hemoglobin receptor family protein (Provisional)	677	No
TonB-hemlactrns	TIGR01786.1	TonB-dependent hemoglobin/transferrin/lactoferrin family receptor	719	No
squalene_cyclas	TIGR01787.1	squalene/oxidosqualene cyclases (Provisional)	622	No
lycopene_cycl	TIGR01789.1	lycopene beta-cyclase CrtY	370	No
carotene-cycl	TIGR01790.1	lycopene cyclase family protein	387	No
cit_synth_euk	TIGR01793.1	citrate (Si)-synthase, eukaryotic	427	No
CM_mono_cladeE	TIGR01795.1	chorismate mutase	94	No
CM_mono_aroH	TIGR01796.1	chorismate mutase	117	No
cit_synth_I	TIGR01798.1	citrate synthase	412	No
CM_A	TIGR01801.1	chorismate mutase	102	No
CM_pl-yst	TIGR01802.1	chorismate mutase	247	No
CM-like	TIGR01803.1	chorismate mutase family protein	82	No
BADH	TIGR01804.1	betaine-aldehyde dehydrogenase	467	No
CM_mono_grmpos	TIGR01805.1	chorismate mutase	81	No
CM_mono2	TIGR01806.1	gamma subclass chorismate mutase AroQ	114	No
CM_P2	TIGR01807.1	chorismate mutase	76	No
betA	TIGR01810.1	choline dehydrogenase	532	No
sdhA_Bsu	TIGR01811.1	succinate dehydrogenase (quinone) flavoprotein subunit	603	No
flavo_cyto_c	TIGR01813.1	flavocytochrome c	444	No
TrpE-clade3	TIGR01815.1	anthranilate synthase	717	No
nifA	TIGR01817.1	nif-specific transcriptional activator NifA	534	No
ntrC	TIGR01818.1	nitrogen regulation protein NR(I)	463	No
2am3keto_CoA	TIGR01822.1	glycine C-acetyltransferase	393	No
PabB-fungal	TIGR01823.1	aminodeoxychorismate synthase	742	No
CofD_related	TIGR01826.1	uridine diphosphate-N-acetylglucosamine-binding protein YvcK	310	No
AcAcCoA_reduct	TIGR01829.1	acetoacetyl-CoA reductase	242	No
fabG_rel	TIGR01831.1	3-ketoacyl-ACP reductase FabG2	239	No
kduD	TIGR01832.1	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD	248	No
PHA_synth_III_E	TIGR01834.1	class III poly(R)-hydroxyalkanoic acid synthase subunit PhaE	324	No
HMG-CoA-S_prok	TIGR01835.1	hydroxymethylglutaryl-CoA synthase	382	No
PHA_granule_1	TIGR01837.1	poly(hydroxyalkanoate) granule-associated protein (Provisional)	118	No
PHA_synth_I	TIGR01838.1	class I poly(R)-hydroxyalkanoic acid synthase	532	No
phasin	TIGR01841.1	TIGR01841 family phasin	88	No
type_I_sec_PrtD	TIGR01842.1	type I secretion system permease/ATPase	544	No
type_I_hlyD	TIGR01843.1	HlyD family type I secretion periplasmic adaptor subunit	422	No
type_I_sec_TolC	TIGR01844.1	TolC family outer membrane protein	414	No
outer_NodT	TIGR01845.1	efflux transporter outer membrane subunit	460	No
type_I_sec_HlyB	TIGR01846.1	type I secretion system permease/ATPase	694	No
bacteriocin_sig	TIGR01847.1	bacteriocin	15	Yes
PHA_reg_PhaR	TIGR01848.1	polyhydroxyalkanoate synthesis repressor PhaR	107	No
PHB_depoly_PhaZ	TIGR01849.1	polyhydroxyalkanoate depolymerase	406	No
lipid_A_lpxA	TIGR01852.1	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	254	No
lipid_A_lpxD	TIGR01853.1	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	325	No
lipid_A_lpxH	TIGR01854.1	UDP-2,3-diacylglucosamine diphosphatase	231	No
tag_bisphos_ald	TIGR01858.1	tagatose bisphosphate family class II aldolase	282	No
fruc_bis_ald_	TIGR01859.1	class II fructose-1,6-bisphosphate aldolase	282	No
cas_Csn1	TIGR01865.1	type II CRISPR RNA-guided endonuclease Cas9	830	No
cas_Csn2	TIGR01866.1	type II-A CRISPR-associated protein Csn2	222	No
peptidase-T	TIGR01882.1	peptidase T	410	No
dipeptidaselike	TIGR01887.1	Sapep family Mn(2+)-dependent dipeptidase	447	No
N-Ac-Glu-synth	TIGR01890.1	amino-acid N-acetyltransferase	429	No
AcOrn-deacetyl	TIGR01892.1	acetylornithine deacetylase	365	No
dapE-gram_pos	TIGR01900.1	succinyl-diaminopimelate desuccinylase	351	No
adhes_NPXG	TIGR01901.1	filamentous hemagglutinin N-terminal domain-containing protein	79	No
paired_CXXCH_1	TIGR01905.1	doubled CXXCH domain (Provisional)	41	No
integ_TIGR01906	TIGR01906.1	TIGR01906 family membrane protein	207	No
bet_lambda	TIGR01913.1	phage recombination protein Bet	188	No
gly_red_sel_B	TIGR01917.1	glycine reductase complex selenoprotein B	431	No
various_sel_PB	TIGR01918.1	glycine/betaine/sarcosine/D-proline family reductase selenoprotein B	431	No
menE	TIGR01923.1	o-succinylbenzoate--CoA ligase	442	No
spIIAB	TIGR01925.1	anti-sigma F factor	137	No
menC_gam_Gplu	TIGR01927.1	o-succinylbenzoate synthase	307	No
cysJ	TIGR01931.1	assimilatory sulfite reductase (NADPH) flavoprotein subunit	597	No
hflC	TIGR01932.1	protease modulator HflC	318	No
hflK	TIGR01933.1	FtsH protease activity modulator HflK	261	No
NOT-MenG	TIGR01935.1	RraA family (Provisional)	150	No
nqrA	TIGR01936.1	NADH:ubiquinone reductase (Na(+)-transporting) subunit A	446	No
nqrB	TIGR01937.1	NADH:ubiquinone reductase (Na(+)-transporting) subunit B	413	No
nqrC	TIGR01938.1	NADH:ubiquinone reductase (Na(+)-transporting) subunit C	251	No
nqrD	TIGR01939.1	NADH:ubiquinone reductase (Na(+)-transporting) subunit D	207	No
nqrE	TIGR01940.1	NADH:ubiquinone reductase (Na(+)-transporting) subunit E	200	No
nqrF	TIGR01941.1	NADH:ubiquinone reductase (Na(+)-transporting) subunit F	405	No
pcnB	TIGR01942.1	polynucleotide adenylyltransferase PcnB	425	No
rnfD	TIGR01946.1	RnfABCDGE type electron transport complex subunit D	327	No
SoxR	TIGR01950.1	redox-sensitive transcriptional activator SoxR	142	No
nusB	TIGR01951.1	transcription antitermination factor NusB	131	No
NusA	TIGR01953.1	transcription termination factor NusA	340	No
nusA_Cterm_rpt	TIGR01954.1	transcription termination factor NusA, C-terminal duplication (Provisional)	50	No
nuoF_fam	TIGR01959.1	NADH-quinone oxidoreductase subunit NuoF	410	No
PHB_DH	TIGR01963.1	3-hydroxybutyrate dehydrogenase	255	No
DEAH_box_HrpA	TIGR01967.1	ATP-dependent RNA helicase HrpA	1284	No
minD_bact	TIGR01968.1	septum site-determining protein MinD	261	No
DEAH_box_HrpB	TIGR01970.1	ATP-dependent helicase HrpB	825	No
NuoG	TIGR01973.1	NADH-quinone oxidoreductase subunit NuoG	606	No
isoAsp_dipep	TIGR01975.1	beta-aspartyl-peptidase	389	No
am_tr_V_VC1184	TIGR01976.1	cysteine desulfurase-like protein	401	No
am_tr_V_EF2568	TIGR01977.1	cysteine desulfurase family protein (Provisional)	376	No
UbiB	TIGR01982.1	2-polyprenylphenol 6-hydroxylase	436	No
UbiG	TIGR01983.1	bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG	228	No
Ubi-OHases	TIGR01988.1	ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family (Provisional)	387	No
bPGM	TIGR01990.1	beta-phosphoglucomutase	187	No
HscA	TIGR01991.1	Fe-S protein assembly chaperone HscA	600	No
PTS-IIBC-Tre	TIGR01992.1	PTS system trehalose-specific EIIBC component	463	No
Pyr-5-nucltdase	TIGR01993.1	pyrimidine 5'-nucleotidase	183	No
PTS-II-ABC-beta	TIGR01995.1	beta-glucoside-specific PTS transporter subunit IIABC	618	No
PTS-II-BC-sucr	TIGR01996.1	sucrose-specific PTS transporter subunit IIBC	461	No
PTS-II-BC-nag	TIGR01998.1	N-acetylglucosamine-specific PTS transporter subunit IIBC	475	No
iscU	TIGR01999.1	Fe-S cluster assembly scaffold IscU	124	No
NifU_proper	TIGR02000.1	Fe-S cluster assembly protein NifU	290	No
gcw_chp	TIGR02001.1	TorF family putative porin	244	No
PTS-II-BC-glcB	TIGR02002.1	glucose-specific PTS transporter subunit IIBC	502	No
PTS-II-BC-unk1	TIGR02003.1	PTS transporter subunit IIBC	547	No
PTS-IIBC-malX	TIGR02004.1	maltose/glucose-specific PTS transporter subunit IIBC	517	No
PTS-IIBC-alpha	TIGR02005.1	alpha-glucoside-specific PTS transporter subunit IIBC	524	No
IscS	TIGR02006.1	IscS subfamily cysteine desulfurase	402	No
PGMB-YQAB-SF	TIGR02009.1	beta-phosphoglucomutase family hydrolase	186	No
tigrfam_recA	TIGR02012.1	recombinase RecA	321	No
rpoB	TIGR02013.1	DNA-directed RNA polymerase subunit beta	1238	No
BchZ	TIGR02014.1	chlorophyllide a reductase subunit Z	468	No
BchY	TIGR02015.1	chlorophyllide a reductase subunit Y	422	No
BchX	TIGR02016.1	chlorophyllide a reductase iron protein subunit X	296	No
hutG_amidohyd	TIGR02017.1	N-formylglutamate deformylase	263	No
his_ut_repres	TIGR02018.1	histidine utilization repressor	230	No
BchJ	TIGR02019.1	bacteriochlorophyll 4-vinyl reductase	188	No
BchF	TIGR02020.1	2-vinyl bacteriochlorophyllide hydratase	145	No
BchM-ChlM	TIGR02021.1	magnesium protoporphyrin IX methyltransferase	218	No
hutF	TIGR02022.1	formimidoylglutamate deiminase	455	No
BchP-ChlP	TIGR02023.1	geranylgeranyl diphosphate reductase	388	No
BchE	TIGR02026.1	magnesium-protoporphyrin IX monomethyl ester anaerobic oxidative cyclase	497	No
rpoA	TIGR02027.1	DNA-directed RNA polymerase subunit alpha	298	No
AcsF	TIGR02029.1	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase	337	No
BchI-ChlI	TIGR02030.1	magnesium chelatase ATPase subunit I	337	No
D_Ser_am_lyase	TIGR02035.1	D-serine ammonia-lyase	431	No
degP_htrA_DO	TIGR02037.1	Do family serine endopeptidase	434	No
PpsR-CrtJ	TIGR02040.1	transcriptional regulator PpsR	442	No
CysI	TIGR02041.1	assimilatory sulfite reductase (NADPH) hemoprotein subunit	541	No
ZntR	TIGR02043.1	Zn(2+)-responsive transcriptional regulator	131	No
CueR	TIGR02044.1	Cu(I)-responsive transcriptional regulator	127	No
sdhC_b558_fam	TIGR02046.1	succinate dehydrogenase (or fumarate reductase) cytochrome b subunit, b558 family (Provisional)	212	No
CadR-PbrR	TIGR02047.1	Cd(II)/Pb(II)-responsive transcriptional regulator	127	No
gshA_cyano	TIGR02048.1	glutamate--cysteine ligase	376	No
gshA_ferroox	TIGR02049.1	glutamate--cysteine ligase	403	No
MerR	TIGR02051.1	Hg(II)-responsive transcriptional regulator	124	No
MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP	92	No
MerD	TIGR02054.1	mercuric resistance transcriptional repressor protein MerD	120	No
PAPS_reductase	TIGR02057.1	phosphoadenosine phosphosulfate reductase	224	No
swm_rep_I	TIGR02059.1	cyanobacterial long protein repeat (Provisional)	101	No
RNase_R	TIGR02063.1	ribonuclease R	711	No
his_9_HisN	TIGR02067.1	histidinol-phosphatase	252	No
cya_phycin_syn	TIGR02068.1	cyanophycin synthetase	864	No
mono_pep_trsgly	TIGR02070.1	monofunctional biosynthetic peptidoglycan transglycosylase	224	No
BioC	TIGR02072.1	malonyl-ACP O-methyltransferase BioC	244	No
PBP_1c	TIGR02073.1	penicillin-binding protein 1C	728	No
PBP_1a_fam	TIGR02074.1	PBP1A family penicillin-binding protein	535	No
pyrH_bact	TIGR02075.1	UMP kinase	233	No
THD1	TIGR02079.1	threonine ammonia-lyase	410	No
O_succ_thio_ly	TIGR02080.1	cystathionine gamma-synthase	382	No
metW	TIGR02081.1	methionine biosynthesis protein MetW	194	No
metH	TIGR02082.1	methionine synthase	1182	No
meth_trns_rumB	TIGR02085.1	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	374	No
TTC	TIGR02089.1	tartrate dehydrogenase	352	No
glgC	TIGR02091.1	glucose-1-phosphate adenylyltransferase	364	No
glgD	TIGR02092.1	glucose-1-phosphate adenylyltransferase subunit GlgD	370	No
P_ylase	TIGR02093.1	glycogen/starch/alpha-glucan family phosphorylase	804	No
glgA	TIGR02095.1	glycogen/starch synthase, ADP-glucose type (Provisional)	477	No
TIGR02096	TIGR02096.1	conserved hypothetical protein (Provisional)	129	Yes
TIGR02099	TIGR02099.1	YhdP family protein	1260	No
pullul_strch	TIGR02103.1	pullulanase-type alpha-1,6-glucosidase	900	No
pulA_typeI	TIGR02104.1	type I pullulanase	605	No
cyd_oper_ybgT	TIGR02106.1	cytochrome bd-I oxidase subunit CydX	30	No
PQQ_syn_pqqA	TIGR02107.1	pyrroloquinoline quinone precursor peptide PqqA	21	No
PQQ_syn_pqqB	TIGR02108.1	pyrroloquinoline quinone biosynthesis protein PqqB	302	No
PQQ_syn_pqqE	TIGR02109.1	pyrroloquinoline quinone biosynthesis protein PqqE	358	No
PQQ_syn_pqqC	TIGR02111.1	pyrroloquinoline-quinone synthase PqqC	239	No
potass_kdpF	TIGR02115.1	K(+)-transporting ATPase subunit F	24	No
toxin_Txe_YoeB	TIGR02116.1	Txe/YoeB family addiction module toxin	80	No
chp_urease_rgn	TIGR02117.1	TIGR02117 family protein	208	No
panF	TIGR02119.1	sodium/pantothenate symporter	471	No
